sell_id,trade_id,wallet_address,token,contract,sell_price,sell_date,sell_percent,profit_percent,is_winning,hold_duration_hours,verified_onchain
sell_1787456982_0x7dfc9dd5,trade_1787162292_0x7dfc9dd5,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,0.002472,2026-08-23T03:49:42.448312,97.25,7.71,TRUE,81.8579,TRUE
sell_1787456990_0xa682edb6,trade_1787194272_0xa682edb6,0xa682edb626e90bbf54ded4538c5bc1fa92b8e918,ELIEN,0xc7e4254a72169fdf7a2e080462724f2f642daf7e,0.0001158,2026-08-23T03:49:50.639755,47.28,-16.33,FALSE,72.977,TRUE
sell_1787457000_0xc2eab7d3,trade_1787202881_0xc2eab7d3,0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,Mog,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,0.0000001153,2026-08-23T03:50:00.857066,52.64,11.4,TRUE,70.5885,TRUE
sell_1787457017_0x8fbd26a7,trade_1787213862_0x8fbd26a7,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,0.000001746,2026-08-23T03:50:17.004974,60.99,1.81,TRUE,67.5425,TRUE
sell_1787457027_0xc555d552,trade_1787245524_0xc555d552,0xc555d55279023e732ccd32d812114caf5838fd46,Neiro,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,0.00008869,2026-08-23T03:50:27.278102,73.13,3.45,TRUE,58.7505,TRUE
sell_1787457040_0x750874e6,trade_1787289337_0x750874e6,0x750874e6fb8dca30ce41d445e4baf8c76971f912,CATALORIAN,0x8baf5d75cae25c7df6d1e0d26c52d19ee848301a,0.0001859,2026-08-23T03:50:40.427254,100.0,5.62,TRUE,46.5838,TRUE
sell_1787457049_0x76a411f1,trade_1787303958_0x76a411f1,0x76a411f14a704099ba476ce8dffc288a53295218,ASTEROID,0xf280b16ef293d8e534e370794ef26bf312694126,0.00006717,2026-08-23T03:50:49.244594,93.65,-8.66,FALSE,42.5248,TRUE
sell_1787457060_0xe2c456b8,trade_1787328214_0xe2c456b8,0xe2c456b849be4cd14d8422d9868953ac60633e0d,ESTEE,0x4298e4ad48be89bf63a6fdc470a4b4fe9ce633b1,0.0000005275,2026-08-23T03:51:00.836280,100.0,3.11,TRUE,35.7904,TRUE
sell_1787457070_0x52c77b0c,trade_1787328219_0x52c77b0c,0x52c77b0cb827afbad022e6d6caf2c44452edbc39,SPX,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,0.4407,2026-08-23T03:51:10.523710,72.7,-1.43,FALSE,35.7915,TRUE
sell_1787457089_0x69c7bd26,trade_1787331940_0x69c7bd26,0x69c7bd26512f52bf6f76fab834140d13dda673ca,NPC,0x8ed97a637a790be1feff5e888d43629dc05408f6,0.009061,2026-08-23T03:51:29.045745,100.0,8.39,TRUE,34.7631,TRUE
sell_1787457116_0xf22fdd2b,trade_1787366965_0xf22fdd2b,0xf22fdd2be7c6da9788e4941a6ffc78ca99d7b15c,KIBSHI,0x02e7f808990638e9e67e1f00313037ede2362361,0.00000282,2026-08-23T03:51:56.083061,100.0,-1.05,FALSE,25.0416,TRUE
sell_1787457124_0x2cc846ff,trade_1787372212_0x2cc846ff,0x2cc846fff0b08fb3bffad71f53a60b4b6e6d6482,BITCOIN,0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,0.01712,2026-08-23T03:52:04.319820,10.14,-8.74,FALSE,23.5864,TRUE
sell_1787457149_0xa43fe169,trade_1787375048_0xa43fe169,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,PEPE,0x6982508145454ce325ddbe47a25d4ec3d2311933,0.000004004,2026-08-23T03:52:29.277683,72.18,-8.85,FALSE,22.8056,TRUE
sell_1787457191_0xca7c2771,trade_1787378407_0xca7c2771,0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,FLOKI,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.00002609,2026-08-23T03:53:11.057575,19.08,-7.71,FALSE,21.8839,TRUE
sell_1787457192_0xbc530bfa,trade_1787378407_0xbc530bfa,0xbc530bfa3fca1a731149248afc7f750c18360de1,FLOKI,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.00002609,2026-08-23T03:53:12.193521,98.8,-7.71,FALSE,21.8842,TRUE
sell_1787457202_0xd9f2a747,trade_1787387809_0xd9f2a747,0xd9f2a7471d1998c69de5cae6df5d3f070f01df9f,Kendu,0xaa95f26e30001251fb905d264aa7b00ee9df6c18,0.000003541,2026-08-23T03:53:22.812923,31.66,-5.62,FALSE,19.2756,TRUE
sell_1787525525_0x750874e6,trade_1787479142_0x750874e6,0x750874e6fb8dca30ce41d445e4baf8c76971f912,CATALORIAN,0x8baf5d75cae25c7df6d1e0d26c52d19ee848301a,0.0002416,2026-08-23T22:52:05.931173,100.0,23.9,TRUE,12.8839,TRUE
sell_1787525527_0xda565591,trade_1787491172_0xda565591,0xda565591731ccd70ed360f4123cf3ca507eb31d7,LAIKA,0x0a47f9ceb11f536110b69f0ad91246b325e10ab3,0.0000000009,2026-08-23T22:52:07.846877,87.23,-20.55,FALSE,9.5428,TRUE
sell_1787525534_0x69c7bd26,trade_1787507762_0x69c7bd26,0x69c7bd26512f52bf6f76fab834140d13dda673ca,NPC,0x8ed97a637a790be1feff5e888d43629dc05408f6,0.01213,2026-08-23T22:52:14.763365,100.0,11.39,TRUE,4.9365,TRUE
sell_1787612122_0x1ce1f63b,trade_1787366964_0x1ce1f63b,0x1ce1f63b584b87d0f3706bfbb2be881270859f0b,NITEFEEDER,0x85f7cfe910393fb5593c65230622aa597e4223f1,0.0000000006,2026-08-24T22:55:22.269927,100.0,-0.65,FALSE,68.0991,TRUE
sell_1787612229_0xf22fdd2b,trade_1787540242_0xf22fdd2b,0xf22fdd2be7c6da9788e4941a6ffc78ca99d7b15c,KIBSHI,0x02e7f808990638e9e67e1f00313037ede2362361,0.000003527,2026-08-24T22:57:09.726748,100.0,4.44,TRUE,19.9962,TRUE
sell_1787698750_0x5ced44f0,trade_1787552599_0x5ced44f0,0x5ced44f03ff443bbe14d8ea23bc24425fb89e3ed,APU,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,0.00002792,2026-08-25T22:59:10.350312,45.95,-8.31,FALSE,40.5971,TRUE
sell_1787698752_0x6c2b607b,trade_1787678118_0x6c2b607b,0x6c2b607bf0a8ede629d58ba5e05d0448ff7f890a,LMEOW,0x1ae7e1d0ce06364ced9ad58225a1705b3e5db92b,0.003169,2026-08-25T22:59:12.608581,11.45,-11.43,FALSE,5.7314,TRUE
sell_1787698759_0x69c7bd26,trade_1787680965_0x69c7bd26,0x69c7bd26512f52bf6f76fab834140d13dda673ca,NPC,0x8ed97a637a790be1feff5e888d43629dc05408f6,0.01268,2026-08-25T22:59:19.369004,48.17,-5.86,FALSE,4.9425,TRUE
sell_1787801462_0x750874e6,trade_1787713129_0x750874e6,0x750874e6fb8dca30ce41d445e4baf8c76971f912,CATALORIAN,0x8baf5d75cae25c7df6d1e0d26c52d19ee848301a,0.0002554,2026-08-27T03:31:02.243454,100.0,0.71,TRUE,24.5366,TRUE
sell_1787897895_0x317da6bc,trade_1787378407_0x317da6bc,0x317da6bc1394a696b6c32bad3eed04ff14fbb625,Asteroid,0x7a7c5a2dbff5e916c570c8ef61e2dc253242e5f7,0.0000001031,2026-08-28T06:18:15.705866,14.78,-20.32,FALSE,144.3021,TRUE
sell_1788051509_0xf22fdd2b,trade_1788033532_0xf22fdd2b,0xf22fdd2be7c6da9788e4941a6ffc78ca99d7b15c,KIBSHI,0x02e7f808990638e9e67e1f00313037ede2362361,0.000003167,2026-08-30T00:58:29.659867,100.0,3.29,TRUE,4.9934,TRUE
sell_1788137591_0x1ce1f63b,trade_1788121374_0x1ce1f63b,0x1ce1f63b584b87d0f3706bfbb2be881270859f0b,NITEFEEDER,0x85f7cfe910393fb5593c65230622aa597e4223f1,0.0000000009,2026-08-31T00:53:11.378300,100.0,0.19,TRUE,4.5042,TRUE
sell_1788395644_0xc56c9d4a,trade_1788362305_0xc56c9d4a,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,0.0003591,2026-09-03T00:34:04.673720,100.0,11.21,TRUE,9.2606,TRUE
sell_1788395651_0xf22fdd2b,trade_1788362307_0xf22fdd2b,0xf22fdd2be7c6da9788e4941a6ffc78ca99d7b15c,KIBSHI,0x02e7f808990638e9e67e1f00313037ede2362361,0.000002239,2026-09-03T00:34:11.408572,59.98,-22.66,FALSE,9.2618,TRUE
sell_1788585738_0xf15b73e7_938,trade_1786449351_0xf15b73e7,0xf15b73e7f5edcfc0d91da289c21d9af89cf377ce,BEAR,0xc114cf69972e3c1b4b529e0418012c01fcf9e725,0.000824,2026-09-05T05:22:18.343334,99.42,-40.25,FALSE,593.4403,TRUE
sell_1788585781_0x001087bc_788,trade_1786989739_0x001087bc,0x001087bc197aa40bb0c6893112fec044e32156c4,ESTEE,0x4200000623d0242cccd4e907008583dcb4af6472,0.0000000005,2026-09-05T05:23:01.741508,100.0,-28.49,FALSE,443.3447,TRUE
sell_1788585792_0x9b9d97a9_982,trade_1786989740_0x9b9d97a9,0x9b9d97a9215882f4a68b0d0d591d5aaeb29e5e47,OSCAR,0xebb66a88cedd12bfe3a289df6dfee377f2963f12,0.0006206,2026-09-05T05:23:12.403985,59.37,-13.66,FALSE,443.3473,TRUE
sell_1788585803_0x86ce2637_184,trade_1787084399_0x86ce2637,0x86ce2637f272a2972b0652492c4830458d008d29,STARMAN,0x12419a0427c2a27a61c1cb4a49f5fad24fd4e671,0.0001083,2026-09-05T05:23:23.192035,99.97,-31.15,FALSE,417.0563,TRUE
sell_1788585825_0xfff8d5ff_437,trade_1787155361_0xfff8d5ff,0xfff8d5fff6ee3226fa2f5d7d5d8c3ff785be9c74,KEKIUS,0x26e550ac11b26f78a04489d5f20f24e3559f7dd9,0.006821,2026-09-05T05:23:45.621723,89.7,-6.02,FALSE,397.3507,TRUE
sell_1788585837_0x704ad8d9_104,trade_1787155365_0x704ad8d9,0x704ad8d95c12d7fea531738faa94402725acb035,JOE,0x76e222b07c53d28b89b0bac18602810fc22b49a8,0.005902,2026-09-05T05:23:57.816759,78.23,-18.53,FALSE,397.353,TRUE
sell_1788585868_0x69c66bea_339,trade_1787158919_0x69c66bea,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,0.0007429,2026-09-05T05:24:28.195321,75.37,16.48,TRUE,396.3742,TRUE
sell_1788585890_0xd293d05e_650,trade_1787158924_0xd293d05e,0xd293d05e83035a757d510e2a5ebfe705c4f05b1f,SHIRO,0xb0ac2b5a73da0e67a8e5489ba922b3f8d582e058,0.0000000009,2026-09-05T05:24:50.053628,75.11,-13.24,FALSE,396.379,TRUE
sell_1788585986_0x7dfc9dd5_284,trade_1787162292_0x7dfc9dd5,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,0.00291,2026-09-05T05:26:26.134442,93.78,26.8,TRUE,395.4699,TRUE
sell_1788585996_0xa682edb6_116,trade_1787194272_0xa682edb6,0xa682edb626e90bbf54ded4538c5bc1fa92b8e918,ELIEN,0xc7e4254a72169fdf7a2e080462724f2f642daf7e,0.000104,2026-09-05T05:26:36.899129,90.07,-24.86,FALSE,386.5897,TRUE
sell_1788586009_0xc2eab7d3_861,trade_1787202881_0xc2eab7d3,0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,Mog,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,0.0000001074,2026-09-05T05:26:49.521006,93.17,3.77,TRUE,384.202,TRUE
sell_1788586028_0x8fbd26a7_654,trade_1787213862_0x8fbd26a7,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,0.000001817,2026-09-05T05:27:08.784346,64.15,5.95,TRUE,381.1568,TRUE
sell_1788586040_0xc555d552_605,trade_1787245524_0xc555d552,0xc555d55279023e732ccd32d812114caf5838fd46,Neiro,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,0.00008561,2026-09-05T05:27:20.823954,85.37,-0.14,FALSE,372.3653,TRUE
sell_1788586065_0x76a411f1_825,trade_1787303958_0x76a411f1,0x76a411f14a704099ba476ce8dffc288a53295218,ASTEROID,0xf280b16ef293d8e534e370794ef26bf312694126,0.0000203,2026-09-05T05:27:45.328462,57.3,-72.4,FALSE,356.1403,TRUE
sell_1788586089_0x52c77b0c_150,trade_1787328219_0x52c77b0c,0x52c77b0cb827afbad022e6d6caf2c44452edbc39,SPX,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,0.5942,2026-09-05T05:28:09.958097,88.3,32.9,TRUE,349.4079,TRUE
sell_1788586143_0x2cc846ff_107,trade_1787372212_0x2cc846ff,0x2cc846fff0b08fb3bffad71f53a60b4b6e6d6482,BITCOIN,0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,0.01892,2026-09-05T05:29:03.001000,100.0,0.85,TRUE,337.2026,TRUE
sell_1788586173_0xa43fe169_755,trade_1787375048_0xa43fe169,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,PEPE,0x6982508145454ce325ddbe47a25d4ec3d2311933,0.000003474,2026-09-05T05:29:33.620569,91.87,-20.92,FALSE,336.4233,TRUE
sell_1788586211_0x317da6bc_736,trade_1787378407_0x317da6bc,0x317da6bc1394a696b6c32bad3eed04ff14fbb625,Asteroid,0x7a7c5a2dbff5e916c570c8ef61e2dc253242e5f7,0.0000000858,2026-09-05T05:30:11.359690,13.62,-33.68,FALSE,335.5008,TRUE
sell_1788586223_0xca7c2771_960,trade_1787378407_0xca7c2771,0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,FLOKI,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.00002522,2026-09-05T05:30:23.939299,37.28,-10.79,FALSE,335.5041,TRUE
sell_1788586225_0xbc530bfa_167,trade_1787378407_0xbc530bfa,0xbc530bfa3fca1a731149248afc7f750c18360de1,FLOKI,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.00002522,2026-09-05T05:30:25.353962,94.56,-10.79,FALSE,335.5045,TRUE
sell_1788586240_0xd9f2a747_769,trade_1787387809_0xd9f2a747,0xd9f2a7471d1998c69de5cae6df5d3f070f01df9f,Kendu,0xaa95f26e30001251fb905d264aa7b00ee9df6c18,0.000003227,2026-09-05T05:30:40.781885,85.9,-13.99,FALSE,332.8972,TRUE
sell_1788586253_0xda565591_629,trade_1787491172_0xda565591,0xda565591731ccd70ed360f4123cf3ca507eb31d7,LAIKA,0x0a47f9ceb11f536110b69f0ad91246b325e10ab3,0.0000000006,2026-09-05T05:30:53.214465,79.44,-46.95,FALSE,304.1886,TRUE
sell_1788586262_0x5ced44f0_841,trade_1787552599_0x5ced44f0,0x5ced44f03ff443bbe14d8ea23bc24425fb89e3ed,APU,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,0.00001919,2026-09-05T05:31:02.087556,100.0,-36.98,FALSE,287.1281,TRUE
sell_1788586265_0x6c2b607b_318,trade_1787678118_0x6c2b607b,0x6c2b607bf0a8ede629d58ba5e05d0448ff7f890a,LMEOW,0x1ae7e1d0ce06364ced9ad58225a1705b3e5db92b,0.002024,2026-09-05T05:31:05.084462,76.22,-43.43,FALSE,252.2625,TRUE
sell_1788586274_0x69c7bd26_107,trade_1787680965_0x69c7bd26,0x69c7bd26512f52bf6f76fab834140d13dda673ca,NPC,0x8ed97a637a790be1feff5e888d43629dc05408f6,0.02132,2026-09-05T05:31:14.256597,79.13,58.28,TRUE,251.4743,TRUE
sell_1788586284_0xf22fdd2b_271,trade_1788362307_0xf22fdd2b,0xf22fdd2be7c6da9788e4941a6ffc78ca99d7b15c,KIBSHI,0x02e7f808990638e9e67e1f00313037ede2362361,0.000002171,2026-09-05T05:31:24.129825,53.33,-25.01,FALSE,62.2153,TRUE
sell_1788591848_0xca7c2771_160,trade_1787378407_0xca7c2771,0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,FLOKI,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.00002579,2026-09-05T07:04:08.098930,100.0,-8.77,FALSE,337.0665,TRUE
sell_1788591871_0x6c2b607b_324,trade_1787678118_0x6c2b607b,0x6c2b607bf0a8ede629d58ba5e05d0448ff7f890a,LMEOW,0x1ae7e1d0ce06364ced9ad58225a1705b3e5db92b,0.002079,2026-09-05T07:04:31.065725,77.0,-41.89,FALSE,253.8199,TRUE
sell_1788591882_0xc4704f13_387,trade_1787110821_0xc4704f13,0xc4704f13d5e08b27b039d53873e813dd2fad99d9,MANYU,0x95af4af910c28e8ece4512bfe46f1f33687424ce,0.0000000049,2026-09-05T07:04:42.618387,53.5,0.43,FALSE,2.7,TRUE
sell_1788591883_0x7dfc9dd5_815,trade_1787162292_0x7dfc9dd5,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,0.0032133251,2026-09-05T07:04:43.649884,100.0,40.01,TRUE,12.51,TRUE
sell_1788591884_0x69c66bea_435,trade_1787158919_0x69c66bea,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,0.0007646876,2026-09-05T07:04:44.829771,29.62,19.89,TRUE,85.2333,TRUE
sell_1788591886_0x7b736449_498,trade_1787155366_0x7b736449,0x7b73644935b8e68019ac6356c40661e1bc315860,ELON,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,0.0000000335,2026-09-05T07:04:46.029197,78.58,14.06,FALSE,19.2867,TRUE
sell_1788591887_0xc56c9d4a_701,trade_1788362305_0xc56c9d4a,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,0.0005167281,2026-09-05T07:04:47.023249,93.6,60.03,TRUE,5.3667,TRUE
sell_1788596467_0xc56c9d4a_561,trade_1788362305_0xc56c9d4a,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,0.0004704994,2026-09-05T08:21:07.718923,100.0,45.71,TRUE,5.4067,TRUE
sell_1788596480_0x7dfc9dd5_329,trade_1787162292_0x7dfc9dd5,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,0.0032288736,2026-09-05T08:21:20.439918,100.0,40.69,TRUE,12.6067,TRUE
sell_1788596482_0x69c66bea_546,trade_1787158919_0x69c66bea,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,0.0007690627,2026-09-05T08:21:22.670225,29.62,20.58,TRUE,85.2333,TRUE
sell_1788596485_0xc2eab7d3_955,trade_1787202881_0xc2eab7d3,0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,Mog,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,0.0000001092,2026-09-05T08:21:25.322748,100.0,5.54,FALSE,7.37,TRUE
sell_1788596487_0x69c7bd26_755,trade_1787680965_0x69c7bd26,0x69c7bd26512f52bf6f76fab834140d13dda673ca,NPC,0x8ed97a637a790be1feff5e888d43629dc05408f6,0.0196776612,2026-09-05T08:21:27.701696,58.5,46.09,TRUE,2.4567,TRUE
